2.391635558870780720e+00,-1.203065108062027821e+00,1.147647790318164995e+00,3.799822784670519926e+00,2.750712852883509640e+00,1.548560698842905037e+00,1.015384209663332316e+00
2.273987313080065853e+00,-1.496629832697673468e-01,6.437912259133462545e-01,8.659217322806648243e-01,-6.915035514723799626e-01,5.243319308388370015e-01,1.565802809769688997e+00
2.519020654241359125e+00,5.104254666106561977e+00,-7.663633860131484621e-01,-9.693719173205130879e-01,2.054640826207628557e+00,2.747192814095475555e+00,-2.537423587251952384e-02
6.457023053440607008e-01,1.595782179426825653e+00,3.062998093791469145e+00,-1.450316158255612109e+00,-1.150520895372161956e+00,1.686898281812867495e+00,7.352460297642609000e-01
1.758714981598815674e+00,-1.400924552312329041e+00,-2.977558845565426715e-01,-1.301362261907058393e+00,-1.076872180337648199e+00,-2.424234180445374420e+00,1.582954737496578890e+00
2.148889181811462379e+00,-2.585917414806584880e+00,-1.244908946890412427e+00,2.288535241436232770e+00,4.393854306968841605e+00,3.609116182825797825e+00,2.320949759534330248e+00
1.401728355690294414e+00,4.100902625043312710e+00,1.850911125555336323e+00,7.087038716507857439e-01,2.423316407464210620e+00,1.072595711279557440e+00,4.754155572562832610e+00
1.200074940133338375e+00,-1.433066424594877208e+00,1.186942606594126426e+00,1.810676751635746484e+00,5.128379305484198625e+00,-1.392482180947761883e+00,-1.655830298849039650e+00
2.471580357751732571e+00,1.933310236463757548e+00,1.370585303463685234e+00,2.610529950937863219e+00,3.756246307990910305e-01,-8.654455946842725123e-01,-2.403081424623438878e-01
1.767102664062662365e+00,4.100204144463360123e+00,2.610784053856376463e-01,1.904376123480114202e+00,1.359893604462976580e+00,6.451017033271696510e-01,1.081560759597203658e+00
-1.260133905684702071e+00,4.105023298096963202e+00,-1.874109725163673357e+00,-1.074123752684658761e+00,3.534810578225119571e+00,1.925126771613413279e+00,3.687204591960657751e+00
1.223545386488100295e+00,-2.222309809751321197e+00,2.221934647636059967e+00,4.601182667322264663e+00,5.303014577863529588e-01,2.093136728806574087e+00,-8.009502026920951590e-01
1.182369196100334863e+00,-5.484984114686775047e-01,2.878875534801453639e+00,1.872439472615430534e+00,-1.437354742781893790e+00,4.584279192045837448e+00,-3.794088050946415880e-01
-1.073265069347686396e+00,-3.627957224996536389e-02,-1.292346284242645638e+00,-5.181294979726962513e-01,1.074197469913898750e+00,5.501754669494914651e+00,-4.548041689757109651e-02
4.693374246752822998e+00,-1.336303079710990716e+00,6.834930448678322445e-01,1.105535374574840191e+00,2.610627854812888504e+00,2.097975185311609092e+00,-2.329959282769040296e+00
1.142523487776178071e+00,1.114343791504882164e+00,-1.559250618820538392e+00,1.476965873757410508e+00,-3.580928098255073966e-01,1.772980338249707799e-02,9.579120677147332508e-01
-7.824449358129097476e-01,2.991258236770538925e+00,2.774464976477364786e+00,2.446493007305768241e+00,-1.008971114064245445e+00,1.148299492436613445e+00,6.943445772287539786e-01
-1.950549527132372951e+00,1.557968269856962795e+00,-1.701351860463419907e+00,-8.621775470790928875e-01,2.852079718157291666e+00,5.432044322614051346e+00,3.671178419552531658e+00
2.597295925060187471e+00,1.140434047666942785e+00,1.807169664224600458e-01,1.730071653598742598e-01,2.212166146010234868e+00,2.343894272765824738e+00,7.506401146367863708e-01
1.737213514234122513e+00,2.844009606271352464e+00,4.065917590506762380e+00,-4.088607284319640822e-01,2.056606765439206175e-01,-2.231268601077656566e+00,-4.110628201708563800e-01
3.940061354333837418e+00,-4.016633454280820192e-01,-2.740892674206503177e-01,7.025844452082240510e-01,1.405923946865576646e+00,1.943882700585937151e+00,1.929799484706874457e-01
-1.160050824707704820e+00,3.930720061717375424e-01,7.695514174445101663e-01,-3.978999909674729718e-01,1.155465946643714270e+00,1.977491819730626599e+00,4.737471329437861201e-01
-5.077548176395327850e-01,4.360483630520043619e+00,4.847251364124202100e-01,2.298395239459322337e+00,2.032642319793878993e+00,9.928548023339713868e-01,-7.727926198772989697e-01
4.221897955259874546e-01,1.372374998006732350e+00,4.145409300991645951e-01,-2.421690259359974728e+00,4.428859103586788137e+00,1.291977691454561983e+00,-4.725473390305781063e-01
-4.107462232882486575e+00,-4.867688778702508046e-01,-1.648892992520929468e-01,3.757272871790785285e+00,1.287755324353268893e+00,6.594690284387183521e-01,-2.145849903778274559e+00
-1.258017743879337846e+00,-1.124533337137919364e+00,2.715298153131680436e+00,3.333608073331139732e+00,-7.756416927990821275e-01,-3.341128508578576906e-01,2.099907023420466423e+00
1.207628014472001299e+00,1.095735341907760008e+00,-1.096459031278504526e+00,1.654651575269698416e+00,4.378058676515767189e+00,7.508534160882438524e-01,2.245111011063301021e+00
7.850561069964709926e-01,-5.430250785093365451e+00,1.311364412353544395e+00,1.402530366322308986e+00,6.319372269691871935e-01,3.491430195981332751e+00,9.642007218581509775e-01
6.956825881306349935e-01,3.336559535839652479e+00,-7.030032243503776535e-01,-3.857122730442461567e-01,-7.816832743149815244e-03,7.219252233735133917e-01,7.261498622231732369e-02
-6.712071610602867722e-01,-1.372868310288850591e-01,-2.944494142658849789e+00,3.211489026567171390e-01,2.199743463993123704e+00,3.745292276797886011e+00,2.473114581953669955e+00
2.015704025972903324e+00,3.733419662240046177e-01,-3.008703494288270441e+00,3.207684834224473924e+00,3.708545222361622873e+00,4.052653513918895278e+00,1.813602319694897602e+00
5.268892200769210721e-01,-6.867136651533154446e-01,3.605518417534563369e-01,-7.680559520478273949e-01,2.826719098320774393e+00,6.010237872290462136e+00,5.607008189326168068e-01
8.158581863431061398e-01,-1.535420067671990463e+00,3.121933140558706299e+00,4.352201827282028646e+00,4.325989759821399439e+00,-2.106855724856055989e+00,2.533231646062793496e-01
-5.494239187924243595e-03,3.081186477377025668e+00,-4.012831376649492743e-01,3.579015910418545054e+00,-1.374818321195744097e+00,2.470163535124888732e+00,1.937423657393225973e+00
7.696000852492463906e-01,9.766751794858341551e-01,-2.297127321455545435e+00,1.448298226261812705e+00,-6.560339269667438966e-01,4.917539933086899850e+00,2.325353177083038680e+00
1.906640888677740620e+00,2.888598325461418703e+00,2.265019708803269971e+00,-5.160382233118048223e-01,-2.353819226480749371e+00,2.717693724443332570e+00,3.470294633063665479e+00
7.732630338091270872e-01,1.810022876519088886e+00,8.206137081366902120e-01,2.297881814312563442e+00,8.343654022087341193e-01,3.689053542729693325e-01,2.529695571429889878e+00
-2.227165595986215774e-01,-5.423085940292824425e-01,1.265855781968191263e+00,1.856206999290427095e+00,1.524742665353115978e+00,2.435146593620520772e-01,-2.696418382679690140e+00
1.183623403664660678e+00,2.254934352755869842e+00,4.618081383681829077e-01,1.442971180720312496e+00,-1.607578146378664918e+00,2.726132081034148058e+00,-1.383678947365174494e-01
4.126915930871082328e-01,4.017254812793000340e+00,1.622662129916924156e-01,4.285854003490392472e+00,5.389948813267742000e-01,6.963673455605740026e-01,2.844522345712036104e-01
1.042579376298536920e+00,1.356115038930896688e+00,-1.289218541289926190e+00,4.704374050797309081e+00,-4.075497624510508565e+00,3.466820013837423442e+00,9.022305115155490052e-01
1.836813787154669697e+00,-1.642272532636566140e-01,-1.166244174884369045e+00,6.708453928251039144e-01,1.799799724175023208e+00,-1.512803954216856983e+00,3.102567835946033359e+00
-1.354315749674509295e+00,2.307649556768101906e+00,-3.034925530544724026e+00,3.763879271619972489e+00,2.260988665856519253e-01,8.296574742926281498e-01,8.092907218651738122e-01
4.118379561654675669e+00,2.353730472804714147e+00,1.733212730484974040e+00,1.781511064774234709e+00,-1.476012061294240230e+00,8.902899504664071317e-01,-4.592784694205868767e+00
3.284131723963509941e+00,3.033834596996218380e+00,2.520972735894754901e+00,2.000168185718985470e+00,7.941714449950663113e-01,-2.444132135793364302e-01,8.784975466768345509e-01
-2.426911260141248139e+00,4.213200060671951075e-01,9.369066359692070911e-01,1.734028414464269030e+00,-8.004386344031728662e-01,-7.021792027359783361e-01,4.972472569080695237e+00
3.761404834941894926e+00,-1.794362533128759374e-01,-9.764164773596719638e-01,1.630592535713233149e+00,-2.672618460770682436e+00,-1.668578325269876039e+00,1.012418849529376663e+00
1.491442046211725936e+00,-2.789331556361522857e-01,-3.280657605242827124e-01,5.934442298832059981e-01,-2.264900584802236772e+00,1.211088321053879424e+00,5.808371432163530912e+00
-1.019380500579998294e+00,-5.472359555579846546e-01,2.158151683561386758e+00,-1.592429174659485636e+00,9.632892166349020791e-01,2.160104669011599476e+00,3.254439892683909097e+00
-2.543601681376850721e+00,2.688731081124847044e+00,-2.333640841460602910e+00,3.025519236227003361e+00,3.253759215674158600e+00,2.222401168413519645e+00,2.616302203291086315e+00
